marker,chromosome,position,basepair
JAX00247595,1,38.530629,38530629
JAX00247605,1,38.560348,38560348
UNC480235,1,38.56265,38562650
JAX00247606,1,38.580491,38580491
UNC480646,1,38.591971,38591971
UNC480797,1,38.604509,38604509
UNC481045,1,38.623898,38623898
UNC481370,1,38.653254,38653254
JAX00247624,1,38.67046,38670460
JAX00002664,1,38.671356,38671356
UNC481580,1,38.672711,38672711
UNC482006,1,38.701778,38701778
UNC482255,1,38.720283,38720283
UNC010551883,1,38.734658,38734658
UNC482602,1,38.745704,38745704
UNC482958,1,38.771823,38771823
UNC483273,1,38.793111,38793111
UNC483623,1,38.818597,38818597
UNC484069,1,38.841594,38841594
UNC484960,1,38.890061,38890061
UNC485336,1,38.912513,38912513
UNC485895,1,38.936129,38936129
UNC486654,1,38.980068,38980068
UNC487441,1,39.014729,39014729
JAX00247780,1,39.016071,39016071
UNC487589,1,39.022017,39022017
UNC488354,1,39.053961,39053961
UNC488654,1,39.070259,39070259
JAX00247813,1,39.10425,39104250
UNC489082,1,39.105524,39105524
UNC489248,1,39.118218,39118218
UNC489481,1,39.141201,39141201
JAX00002702,1,39.159583,39159583
UNC489921,1,39.17151,39171510
UNC490585,1,39.218437,39218437
UNC490855,1,39.232378,39232378
JAX00002707,1,39.243848,39243848
JAX00002710,1,39.261548,39261548
UNC491629,1,39.284006,39284006
UNC491954,1,39.305953,39305953
UNC492314,1,39.334119,39334119
UNC492646,1,39.362631,39362631
UNC492821,1,39.381068,39381068
UNC493060,1,39.396927,39396927
JAX00247915,1,39.417897,39417897
UNC493417,1,39.42204,39422040
JAX00247919,1,39.425723,39425723
UNC494410,1,39.478659,39478659
UNC494697,1,39.49569,39495690
UNC495144,1,39.519531,39519531
JAX00247953,1,39.568242,39568242
JAX00247954,1,39.568279,39568279
UNC495671,1,39.577326,39577326
UNC496279,1,39.607116,39607116
UNC496336,1,39.609803,39609803
UNC496797,1,39.633126,39633126
UNC497379,1,39.663274,39663274
UNC497674,1,39.682406,39682406
UNC498300,1,39.714306,39714306
UNC498491,1,39.730195,39730195
JAX00247992,1,39.732405,39732405
UNC498932,1,39.755049,39755049
UNC499505,1,39.784768,39784768
UNC500000,1,39.813579,39813579
UNC500236,1,39.821829,39821829
UNC012187196,1,39.83625,39836250
UNC500690,1,39.845829,39845829
UNC500979,1,39.869242,39869242
UNC501434,1,39.898792,39898792
UNC501578,1,39.910021,39910021
UNC501856,1,39.924122,39924122
JAX00248050,1,39.932298,39932298
UNC502074,1,39.936301,39936301
UNC502226,1,39.949831,39949831
JAX00248072,1,39.958952,39958952
JAX00002762,1,39.95975,39959750
UNC502453,1,39.962753,39962753
UNC502670,1,39.981593,39981593
UNC502861,1,39.994853,39994853
UNC502964,1,40.004667,40004667
UNC503061,1,40.012965,40012965
UNC503321,1,40.031145,40031145
UNC503417,1,40.040589,40040589
JAX00248113,1,40.041729,40041729
UNC503702,1,40.057767,40057767
UNC503938,1,40.072341,40072341
JAX00248119,1,40.082876,40082876
UNC504151,1,40.086127,40086127
UNC504343,1,40.098293,40098293
UNC504450,1,40.108579,40108579
UNC504677,1,40.122051,40122051
UNC010073213,1,40.137256,40137256
UNC504993,1,40.137792,40137792
UNC505220,1,40.15493,40154930
UNC505341,1,40.159032,40159032
JAX00248152,1,40.162216,40162216
UNC505646,1,40.173376,40173376
UNC010443328,1,40.183129,40183129
UNC505877,1,40.186363,40186363
UNC506099,1,40.203807,40203807
UNC506203,1,40.217186,40217186
UNC506368,1,40.227196,40227196
UNC506607,1,40.24341,40243410
JAX00248180,1,40.267678,40267678
UNC507009,1,40.27059,40270590
UNC507122,1,40.279163,40279163
JAX00248192,1,40.282026,40282026
UNC507551,1,40.299115,40299115
UNC507751,1,40.315416,40315416
UNC507882,1,40.324209,40324209
UNC508015,1,40.335763,40335763
UNC508122,1,40.3496,40349600
JAX00248207,1,40.35061,40350610
UNC508264,1,40.363196,40363196
UNC508517,1,40.375421,40375421
UNC508749,1,40.389328,40389328
UNC508878,1,40.396238,40396238
UNC509094,1,40.410273,40410273
UNC509377,1,40.425661,40425661
JAX00248243,1,40.432799,40432799
JAX00248251,1,40.439384,40439384
UNC509651,1,40.44073,40440730
UNC509809,1,40.458688,40458688
UNC509907,1,40.464185,40464185
UNC510223,1,40.484126,40484126
UNC510316,1,40.490496,40490496
JAX00248271,1,40.495472,40495472
UNC510637,1,40.513437,40513437
UNC510748,1,40.523216,40523216
UNC510853,1,40.530323,40530323
UNC511312,1,40.549949,40549949
JAX00248287,1,40.562958,40562958
UNC511433,1,40.56329,40563290
UNC511891,1,40.588674,40588674
UNC512093,1,40.601261,40601261
UNC512234,1,40.615274,40615274
UNC512421,1,40.62872,40628720
UNC512562,1,40.641385,40641385
UNC512702,1,40.654136,40654136
UNC512930,1,40.669006,40669006
UNC513116,1,40.682856,40682856
JAX00002816,1,40.685528,40685528
UNC513219,1,40.691967,40691967
UNC513650,1,40.721401,40721401
UNC513848,1,40.731221,40731221
UNC514105,1,40.745206,40745206
JAX00002820,1,40.755452,40755452
UNC514382,1,40.76084,40760840
UNC514629,1,40.778349,40778349
backupUNC010074862,1,40.791247,40791247
UNC515038,1,40.798322,40798322
JAX00248331,1,40.807518,40807518
UNC515205,1,40.807588,40807588
UNC515549,1,40.824706,40824706
UNC515799,1,40.838975,40838975
UNC516206,1,40.85656,40856560
JAX00248339,1,40.861835,40861835
UNC516358,1,40.866401,40866401
UNC516522,1,40.874692,40874692
UNC516877,1,40.892542,40892542
JAX00248344,1,40.896255,40896255
UNC517197,1,40.908117,40908117
JAX00248346,1,40.909856,40909856
UNC517414,1,40.922707,40922707
JAX00248357,1,40.931737,40931737
UNC517564,1,40.931804,40931804
UNC517773,1,40.946745,40946745
UNC517961,1,40.958784,40958784
UNC518187,1,40.972761,40972761
UNC518325,1,40.980568,40980568
JAX00248375,1,40.995038,40995038
UNC518753,1,41.007031,41007031
UNC519145,1,41.026395,41026395
UNC519296,1,41.039242,41039242
UNC519475,1,41.052625,41052625
JAX00248386,1,41.061544,41061544
UNC519575,1,41.062705,41062705
UNC519808,1,41.074643,41074643
UNC520232,1,41.09731,41097310
UNC520366,1,41.105182,41105182
UNC520487,1,41.113103,41113103
UNC520787,1,41.135044,41135044
UNC521042,1,41.149086,41149086
JAX00248400,1,41.151928,41151928
UNC521141,1,41.155934,41155934
JAX00248402,1,41.16911,41169110
UNC521336,1,41.173901,41173901
UNC521498,1,41.183669,41183669
UNC521688,1,41.19449,41194490
UNC521970,1,41.211139,41211139
UNC522210,1,41.224005,41224005
UNC522478,1,41.239846,41239846
UNC522694,1,41.250931,41250931
UNC522839,1,41.259198,41259198
UNC523256,1,41.289098,41289098
JAX00248421,1,41.290362,41290362
UNC523568,1,41.306548,41306548
UNC523881,1,41.329072,41329072
UNC524208,1,41.355814,41355814
UNC524471,1,41.372425,41372425
UNC524732,1,41.391175,41391175
UNC524947,1,41.410921,41410921
JAX00248439,1,41.411404,41411404
JAX00002871,1,41.422748,41422748
UNC525221,1,41.433283,41433283
UNC525479,1,41.452295,41452295
UNC525766,1,41.47794,41477940
UNC525955,1,41.491565,41491565
UNC526214,1,41.513723,41513723
UNC526362,1,41.529433,41529433
UNC526893,1,41.557569,41557569
UNC527371,1,41.584822,41584822
JAX00002883,1,41.590612,41590612
UNC010075571,1,41.612785,41612785
UNC527937,1,41.622021,41622021
UNC528356,1,41.647001,41647001
UNC528437,1,41.651136,41651136
UNC528742,1,41.681741,41681741
UNC528903,1,41.702292,41702292
JAX00248498,1,41.704866,41704866
JAX00248499,1,41.706086,41706086
UNC529060,1,41.717742,41717742
UNC529444,1,41.744085,41744085
UNC529906,1,41.781418,41781418
UNC530110,1,41.796848,41796848
UNC530480,1,41.825114,41825114
UNC010443604,1,41.838619,41838619
UNC530837,1,41.848475,41848475
UNC531436,1,41.880728,41880728
UNC531500,1,41.886546,41886546
JAX00248544,1,41.904229,41904229
UNC531718,1,41.906176,41906176
JAX00002909,1,41.912677,41912677
UNC531839,1,41.91915,41919150
UNC532315,1,41.950766,41950766
UNC532412,1,41.960821,41960821
UNC532787,1,41.988878,41988878
JAX00002914,1,41.994144,41994144
UNC533184,1,42.019003,42019003
UNC533314,1,42.026549,42026549
UNC533491,1,42.04444,42044440
UNC533757,1,42.064747,42064747
UNC534089,1,42.095575,42095575
UNC534504,1,42.124203,42124203
UNC534538,1,42.129604,42129604
UNC534913,1,42.156171,42156171
UNC535173,1,42.172771,42172771
JAX00248612,1,42.175551,42175551
UNC010443677,1,42.182006,42182006
UNC535648,1,42.198474,42198474
UNC535822,1,42.213798,42213798
JAX00248629,1,42.226388,42226388
UNC536233,1,42.248208,42248208
UNC536360,1,42.254168,42254168
UNC536663,1,42.28144,42281440
UNC536810,1,42.293887,42293887
UNC537209,1,42.316577,42316577
JAX00248660,1,42.319987,42319987
JAX00248662,1,42.326781,42326781
UNC537525,1,42.347493,42347493
UNC537771,1,42.364723,42364723
JAX00002942,1,42.367572,42367572
B6_rs31362610,1,42.367595,42367595
UNC538011,1,42.38475,42384750
UNC538335,1,42.40382,42403820
JAX00248686,1,42.40745,42407450
UNC538532,1,42.416762,42416762
UNC539111,1,42.453395,42453395
UNC539298,1,42.464325,42464325
UNC539732,1,42.497612,42497612
JAX00248723,1,42.497756,42497756
UNC010077196,1,42.498429,42498429
UNC539910,1,42.509759,42509759
JAX00248732,1,42.525369,42525369
UNC540376,1,42.533132,42533132
UNC540628,1,42.555364,42555364
UNC540792,1,42.564544,42564544
UNC541211,1,42.592666,42592666
UNC541620,1,42.621629,42621629
UNC541737,1,42.631792,42631792
JAX00248770,1,42.651171,42651171
UNC542045,1,42.655071,42655071
UNC542228,1,42.677222,42677222
UNC542313,1,42.690144,42690144
UNC542508,1,42.716693,42716693
JAX00248792,1,42.732818,42732818
UNC542829,1,42.739486,42739486
JAX00002972,1,42.758562,42758562
UNC543407,1,42.782015,42782015
UNC543566,1,42.792321,42792321
UNC544165,1,42.826537,42826537
UNC544289,1,42.831463,42831463
UNC544678,1,42.855716,42855716
UNC544906,1,42.882971,42882971
UNC545184,1,42.903951,42903951
UNC545603,1,42.927151,42927151
UNC545949,1,42.944985,42944985
UNC546172,1,42.966301,42966301
UNC546499,1,42.987146,42987146
UNC546817,1,43.009457,43009457
JAX00002992,1,43.029538,43029538
UNC547234,1,43.036993,43036993
JAX00248843,1,43.046986,43046986
UNC547351,1,43.050675,43050675
JAX00248853,1,43.060391,43060391
UNC547697,1,43.075795,43075795
UNC547859,1,43.083423,43083423
UNC548263,1,43.11415,43114150
UNC548541,1,43.131417,43131417
UNC548872,1,43.154671,43154671
JAX00248878,1,43.155457,43155457
JAX00248880,1,43.15686,43156860
UNC549131,1,43.173542,43173542
UNC549686,1,43.202543,43202543
JAX00248899,1,43.202938,43202938
UNC549896,1,43.215598,43215598
UNC550060,1,43.233133,43233133
UNC550476,1,43.252853,43252853
UNC010078808,1,43.272938,43272938
UNC551425,1,43.300011,43300011
UNC551663,1,43.318054,43318054
JAX00248937,1,43.321934,43321934
UNC551990,1,43.340162,43340162
UNC552260,1,43.35423,43354230
JAX00003017,1,43.355775,43355775
UNC552818,1,43.387671,43387671
UNC553082,1,43.399904,43399904
UNC553601,1,43.432952,43432952
UNC553849,1,43.447621,43447621
UNC554095,1,43.461718,43461718
UNC554590,1,43.489456,43489456
UNC554949,1,43.512771,43512771
UNC555271,1,43.531111,43531111
JAX00248988,1,43.538663,43538663
UNC555538,1,43.549304,43549304
UNC555788,1,43.564847,43564847
UNC556156,1,43.591671,43591671
UNC556336,1,43.602428,43602428
UNC557096,1,43.652194,43652194
UNC557616,1,43.676344,43676344
UNC557806,1,43.685711,43685711
JAX00249009,1,43.686349,43686349
JAX00003040,1,43.686478,43686478
JAX00249034,1,43.76603,43766030
CEAJAX00249056,1,43.823565,43823565
UNC559715,1,43.826691,43826691
JAX00249069,1,43.882027,43882027
JAX00249075,1,43.887475,43887475
UNC562450,1,44.037019,44037019
JAX00249118,1,44.106513,44106513
UNC563452,1,44.122232,44122232
backupUNC010557791,1,44.182604,44182604
UNC569059,1,44.497145,44497145
JAX00249219,1,44.580971,44580971
UNC570893,1,44.625107,44625107
JAX00249263,1,44.744566,44744566
JAX00249269,1,44.760458,44760458
UNC573481,1,44.763257,44763257
UNC574402,1,44.827255,44827255
UNC010084304,1,44.950599,44950599
JAX00249318,1,45.118959,45118959
UNC577593,1,45.131157,45131157
UNC578793,1,45.256528,45256528
JAX00003163,1,45.310196,45310196
UNC581980,1,45.438821,45438821
UNC011275068,1,45.543122,45543122
UNC584333,1,45.56505,45565050
JAX00249409,1,45.598788,45598788
backupUNC010086952,1,45.663297,45663297
UNC587430,1,45.769896,45769896
UNC589868,1,45.915046,45915046
UNC591481,1,46.020928,46020928
UNC010712538,1,46.113684,46113684
UNC592611,1,46.20889,46208890
UNC593079,1,46.291623,46291623
UNC594240,1,46.441479,46441479
UNC010089266,1,46.520671,46520671
JAX00003252,1,46.526853,46526853
UNC594903,1,46.554099,46554099
JAX00249627,1,46.597713,46597713
UNC595722,1,46.698594,46698594
JAX00249676,1,46.824636,46824636
UNC596831,1,46.836292,46836292
JAX00003278,1,46.845949,46845949
backupUNC010089879,1,46.860368,46860368
JAX00003279,1,46.868702,46868702
UNC597735,1,46.906967,46906967
JAX00249717,1,46.926036,46926036
JAX00249720,1,46.928108,46928108
UNC600255,1,47.102776,47102776
UNC010559810,1,47.189877,47189877
UNC601188,1,47.200476,47200476
UNC601980,1,47.270468,47270468
UNC604430,1,47.481218,47481218
UNC605533,1,47.576642,47576642
backupUNC010715008,1,47.623208,47623208
UNC606275,1,47.641519,47641519
UNC010715287,1,47.734389,47734389
UNC608264,1,47.835509,47835509
UNC609906,1,47.922633,47922633
UNC612303,1,48.128341,48128341
UNC612760,1,48.158243,48158243
UNC614659,1,48.348166,48348166
JAX00003394,1,48.405811,48405811
UNC615565,1,48.446179,48446179
UNC010561617,1,48.544181,48544181
UNC617219,1,48.603433,48603433
UNC618599,1,48.729521,48729521
UNC620215,1,48.873525,48873525
UNC621376,1,48.990232,48990232
UNC623968,1,49.14794,49147940
UNC625632,1,49.24599,49245990
UNC627036,1,49.395184,49395184
JAX00003475,1,49.480654,49480654
UNC628685,1,49.516492,49516492
UNC010093480,1,49.534867,49534867
UNC629866,1,49.644578,49644578
UNC631399,1,49.762153,49762153
UNC633506,1,49.890629,49890629
UNC636247,1,50.043894,50043894
UNC010484549,1,50.092544,50092544
UNC637091,1,50.094231,50094231
UNC639433,1,50.24101,50241010
UNC641785,1,50.381912,50381912
UNC643528,1,50.530076,50530076
UNC645531,1,50.675738,50675738
JAX00250261,1,50.751178,50751178
repJAX00250261,1,50.751178,50751178
UNC011311574,1,50.756819,50756819
UNC647072,1,50.790725,50790725
UNC648423,1,50.870469,50870469
backupJAX00003592,1,51.074008,51074008
UNC651262,1,51.090237,51090237
UNC652639,1,51.180759,51180759
UNC652774,1,51.192085,51192085
UNC653041,1,51.213643,51213643
UNC653165,1,51.226345,51226345
UNC653383,1,51.242336,51242336
JAX00003607,1,51.261579,51261579
UNC653694,1,51.267684,51267684
UNC653805,1,51.274254,51274254
JAX00250381,1,51.289375,51289375
UNC654157,1,51.301709,51301709
JAX00191663,1,51.306544,51306544
UNC654436,1,51.321506,51321506
JAX00250387,1,51.327812,51327812
UNC654625,1,51.333732,51333732
UNC654826,1,51.349977,51349977
UNC654978,1,51.363956,51363956
backupUNC010562539,1,51.380243,51380243
UNC655256,1,51.383654,51383654
UNC655421,1,51.400179,51400179
UNC655657,1,51.411962,51411962
UNC655907,1,51.430277,51430277
JAX00250410,1,51.446962,51446962
UNC655991,1,51.450158,51450158
UNC656180,1,51.470337,51470337
UNC656365,1,51.487927,51487927
UNC656481,1,51.49735,51497350
UNC656698,1,51.514668,51514668
UNC656936,1,51.530355,51530355
UNC657187,1,51.547873,51547873
UNC657492,1,51.57069,51570690
JAX00003631,1,51.579877,51579877
UNC657626,1,51.584972,51584972
UNC010098122,1,51.598501,51598501
UNC658126,1,51.615471,51615471
UNC658688,1,51.647779,51647779
JAX00250473,1,51.648062,51648062
UNC658850,1,51.657472,51657472
UNC659220,1,51.679543,51679543
UNC659513,1,51.698008,51698008
UNC659763,1,51.709998,51709998
UNC659930,1,51.726341,51726341
UNC660238,1,51.745276,51745276
UNC660383,1,51.753714,51753714
UNC660770,1,51.771889,51771889
JAX00250526,1,51.786962,51786962
UNC661198,1,51.789644,51789644
UNC661499,1,51.803713,51803713
UNC661934,1,51.830551,51830551
JAX00003651,1,51.83601,51836010
JAX00250556,1,51.849627,51849627
UNC662361,1,51.859166,51859166
JAX00250560,1,51.863598,51863598
UNC662596,1,51.874195,51874195
JAX00003653,1,51.878108,51878108
UNC663025,1,51.897039,51897039
UNC663552,1,51.926616,51926616
UNC663918,1,51.943029,51943029
UNC664379,1,51.96797,51967970
UNC664649,1,51.981501,51981501
JAX00003662,1,51.997024,51997024
UNC664984,1,51.999488,51999488
UNC665178,1,52.00983,52009830
JAX00250618,1,52.01153,52011530
UNC665495,1,52.027245,52027245
JAX00250627,1,52.03966,52039660
UNC665901,1,52.050368,52050368
UNC666044,1,52.063246,52063246
UNC666369,1,52.081873,52081873
UNC666736,1,52.105347,52105347
UNC666941,1,52.118926,52118926
UNC667141,1,52.127407,52127407
UNC667574,1,52.156807,52156807
UNC667661,1,52.163236,52163236
UNC667964,1,52.186689,52186689
UNC668095,1,52.20391,52203910
UNC668252,1,52.22333,52223330
UNC668320,1,52.232161,52232161
UNC668547,1,52.254968,52254968
UNC668704,1,52.266058,52266058
JAX00250703,1,52.272163,52272163
UNC669197,1,52.290592,52290592
UNC669458,1,52.304457,52304457
UNC669669,1,52.326824,52326824
UNC669839,1,52.338192,52338192
UNC670094,1,52.355447,52355447
UNC670323,1,52.37517,52375170
UNC670616,1,52.390399,52390399
UNC670762,1,52.408148,52408148
UNC671186,1,52.441882,52441882
UNC671332,1,52.454513,52454513
UNC671488,1,52.470794,52470794
JAX00003699,1,52.472062,52472062
UNC671782,1,52.491517,52491517
UNC672049,1,52.514225,52514225
UNC672230,1,52.528384,52528384
JAX00250785,1,52.539771,52539771
UNC672894,1,52.573073,52573073
UNC011325355,1,52.580402,52580402
JAX00003707,1,52.594475,52594475
UNC673131,1,52.595949,52595949
JAX00250823,1,52.651813,52651813
UNC674092,1,52.652122,52652122
UNC674249,1,52.661053,52661053
JAX00250849,1,52.714811,52714811
UNC675172,1,52.719155,52719155
UNC675423,1,52.741522,52741522
UNC676471,1,52.802868,52802868
UNC676907,1,52.841189,52841189
UNC677249,1,52.86907,52869070
UNC677810,1,52.911057,52911057
UNC010720695,1,52.923274,52923274
UNC678353,1,52.964862,52964862
JAX00250904,1,52.974274,52974274
UNC679051,1,53.028309,53028309
UNC679180,1,53.036693,53036693
UNC679641,1,53.085304,53085304
UNC680045,1,53.139035,53139035
UNC680290,1,53.173423,53173423
UNC680505,1,53.198397,53198397
JAX00250952,1,53.216471,53216471
UNC681990,1,53.299403,53299403
JAX00250966,1,53.305436,53305436
UNC682513,1,53.333909,53333909
UNC683222,1,53.383667,53383667
UNC683713,1,53.424933,53424933
UNC683922,1,53.465902,53465902
UNC684060,1,53.498933,53498933
backupUNC010721415,1,53.56791,53567910
UNC684565,1,53.594004,53594004
UNC684769,1,53.633499,53633499
JAX00251029,1,53.646551,53646551
UNC684957,1,53.667677,53667677
JAX00003792,1,53.715656,53715656
UNC685691,1,53.748058,53748058
UNC686266,1,53.796834,53796834
UNC686835,1,53.846645,53846645
UNC687422,1,53.88772,53887720
UNC687785,1,53.903798,53903798
JAX00251092,1,53.904628,53904628
UNC011335784,1,53.943697,53943697
JAX00003808,1,53.970534,53970534
UNC688978,1,53.976036,53976036
JAX00251109,1,54.009856,54009856
UNC689713,1,54.019194,54019194
UNC689986,1,54.046345,54046345
UNC690271,1,54.069016,54069016
JAX00251123,1,54.079171,54079171
